Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Negative,2023-09-27 17:30:00,BadHairDayBluesHighSchool,Instagram,#BadHairDay #HighSchoolConfidence,18.0,36.0,Canada,2023,9,27,17
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Negative,2023-09-28 22:00:00,ProjectFailureDespairHighSchool,Facebook,#ProjectStruggles #HighSchoolHardships,21.0,41.0,UK,2023,9,28,22
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Negative,2023-09-29 15:45:00,OpinionsHateHighSchool,Twitter,#OnlineOpinions #HighSchoolCriticism,24.0,48.0,USA,2023,9,29,15
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Negative,2023-09-30 18:20:00,TechMalfunctionWoesHighSchool,Instagram,#TechIssues #HighSchoolTech,22.0,43.0,Canada,2023,9,30,18
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Negative,2023-10-01 14:15:00,MissedEventBluesHighSchool,Facebook,#MissedMoments #HighSchoolRegret,20.0,39.0,UK,2023,10,1,14
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,2023-10-02 16:45:00,StudyTechniqueExperimentHighSchool,Instagram,#StudyStrategies #HighSchoolExams,23.0,42.0,USA,2023,10,2,16
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,2023-10-03 12:30:00,CommunityCleanupHighSchool,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,26.0,50.0,Canada,2023,10,3,12
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,2023-10-04 18:20:00,BookRecommendationsHighSchool,Facebook,#BookClub #HighSchoolReads,19.0,38.0,UK,2023,10,4,18
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,2023-10-05 14:15:00,BakeSaleRecipeExperimentHighSchool,Instagram,#BakingAdventures #HighSchoolBakes,21.0,43.0,USA,2023,10,5,14
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,2023-10-06 17:30:00,SchoolProjectCollaborationHighSchool,Twitter,#Teamwork #HighSchoolProjects,18.0,36.0,Canada,2023,10,6,17
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,2023-10-07 20:45:00,ExtracurricularExplorationHighSchool,Instagram,#SchoolClubs #HighSchoolInterests,22.0,45.0,UK,2023,10,7,20
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,2023-10-08 15:15:00,PartTimeJobExplorationHighSchool,Facebook,#CareerDevelopment #HighSchoolJobs,24.0,48.0,USA,2023,10,8,15
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,2023-10-09 22:00:00,SchoolAssemblyParticipationHighSchool,Twitter,#SchoolEvents #HighSchoolConnectivity,20.0,40.0,Canada,2023,10,9,22
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,2023-10-10 14:15:00,PhotographyHobbyHighSchool,Instagram,#PhotographyJourney #HighSchoolHobbies,25.0,49.0,UK,2023,10,10,14
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,2023-10-11 16:45:00,ScienceFairParticipationHighSchool,Facebook,#ScienceFair #HighSchoolScience,19.0,37.0,USA,2023,10,11,16
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,2023-10-12 18:20:00,TimeManagementWorkshopHighSchool,Twitter,#EfficiencyGoals #HighSchoolSkills,23.0,44.0,Canada,2023,10,12,18
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,2023-10-13 12:30:00,CharityEventVolunteerHighSchool,Instagram,#CommunityService #HighSchoolVolunteer,20.0,39.0,UK,2023,10,13,12
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,2023-10-14 17:30:00,GroupProjectCollaborationHighSchool,Facebook,#TeamSpirit #HighSchoolProjects,18.0,35.0,USA,2023,10,14,17
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,2023-10-15 20:45:00,DebateClubParticipationHighSchool,Twitter,#DebateSkills #HighSchoolIntellect,22.0,43.0,Canada,2023,10,15,20
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Positive,2023-10-16 15:45:00,BirthdaySurpriseHighSchool,Instagram,#SurpriseParty #HighSchoolCelebration,27.0,52.0,UK,2023,10,16,15
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Positive,2023-10-17 12:30:00,CodingSuccessHighSchool,Twitter,#CodingTriumph #HighSchoolTech,24.0,48.0,USA,2023,10,17,12
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Positive,2023-10-18 16:45:00,TalentShowSupportHighSchool,Facebook,#TalentShow #HighSchoolEntertainment,19.0,38.0,Canada,2023,10,18,16
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",Positive,2023-10-19 18:20:00,WeekendHikeHighSchool,Instagram,#NatureAdventures #HighSchoolFriends,21.0,42.0,UK,2023,10,19,18
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Positive,2023-10-20 14:15:00,SportsVictoryHighSchool,Twitter,#SportsTriumph #HighSchoolAthletics,26.0,50.0,USA,2023,10,20,14
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Positive,2023-10-21 17:30:00,PenPalConnectionHighSchool,Facebook,#GlobalFriendship #HighSchoolCorrespondence,23.0,45.0,Canada,2023,10,21,17
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Positive,2023-10-22 20:45:00,MuralCreationHighSchool,Instagram,#ArtCollaboration #HighSchoolCreativity,22.0,43.0,UK,2023,10,22,20
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Positive,2015-11-10 16:45:00,ArtExhibitionJoyHighSchool,Instagram,#ArtisticExpression #HighSchoolCreativity,23.0,44.0,USA,2015,11,10,16
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Positive,2016-09-14 12:30:00,TrackFieldSuccessHighSchool,Twitter,#AthleticAchievement #HighSchoolSports,26.0,51.0,Canada,2016,9,14,12
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Positive,2017-08-18 18:20:00,ScienceProjectSuccessHighSchool,Facebook,#ScienceFairWinner #HighSchoolScience,20.0,39.0,UK,2017,8,18,18
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",Positive,2018-06-22 14:15:00,BirthdayPartyJoyHighSchool,Instagram,#SurpriseCelebration #HighSchoolFriendship,25.0,48.0,USA,2018,6,22,14
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Positive,2019-04-05 17:30:00,CharityFundraisingTriumphHighSchool,Twitter,#CommunityGiving #HighSchoolPhilanthropy,22.0,42.0,Canada,2019,4,5,17
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",Positive,2020-02-29 20:45:00,MulticulturalFestivalJoyHighSchool,Facebook,#CulturalCelebration #HighSchoolUnity,21.0,43.0,UK,2020,2,29,20
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",Positive,2020-11-15 15:15:00,VirtualTalentShowSuccessHighSchool,Instagram,#VirtualEntertainment #HighSchoolPositivity,24.0,47.0,USA,2020,11,15,15
